OrderNo, TotalOrderDiscount ,OrderTime,DeliveryTimeslot,OrderDate,DeliveryDate
21446050,-7.49,12.27 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
725413677,-0.35,6.38 PM,Between 6:00 pm and 10:00 pm,6/29/2015,7/1/2015
963072141,-20.99,1.57 PM,Between 6:00 pm and 10:00 pm,6/23/2015,6/25/2015
769283324,-21,11.09 AM,Between 10:00 am and 2:00 pm,6/29/2015,7/6/2015
753307965,    ,7.5 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
765384394,-11.59,8.59 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
579921019,-10.49,10.34 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
30690253,-1.75,5:00 PM,Between 10:00 am and 2:00 pm,6/27/2015,7/1/2015
410986015,-58.5,11.09 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/29/2015
560511304,-2.11,11.06 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/30/2015
379050977,-35.99,12.43 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/27/2015
923383043,    ,11.24 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
202217281,-2.1,11.44 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
771191541,    ,12.2 PM,Between 6:00 pm and 5:59 pm (next day),6/24/2015,6/26/2015
626500932,-35.4,11.02 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
725965942,    ,3.25 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
632368191,-3.3,4.56 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
387426353,-12.59,10.37 AM,Between 10:00 am and 2:00 pm,6/29/2015,6/30/2015
378044710,-1.36,5.03 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
854901484,-10.74,4.34 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
951479516,-10.21,8.38 PM,Between 6:00 pm and 5:59 pm (next day),6/24/2015,6/26/2015
324814767,-0.65,8.51 PM,Between 6:00 pm and 10:00 pm,6/24/2015,6/26/2015
864587343,-21.2,9.32 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/26/2015
572180051,-10.19,10.3 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
642614177,-30.59,9.18 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/28/2015
316505579,-16.49,6.53 AM,Between 10:00 am and 2:00 pm,6/29/2015,7/6/2015
821748380,-23.84,10.58 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/4/2015
933588668,-7.7,9.46 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
840751518,    ,7.46 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
374672674,-16.64,8.53 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
495035645,-5.89,9.14 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
5161404,-6.98,9.35 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/26/2015
34696235,-7.49,8.19 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/29/2015
232482694,-20.29,11.14 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
401137253,-3,10.05 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/27/2015
428567929,-25.29,12.27 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
734989475,-46.23,11.04 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
426640056,-23.44,11.55 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
531994268,-2.3,12.18 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
895963514,    ,12.19 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/29/2015
289581400,-24.99,3.12 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
375864233,-8.1,5.52 PM,Between 2:00 pm and 6:00 pm,6/30/2015,7/6/2015
856018029,-16.55,2.29 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
744432371,-11.3,10.53 AM,Between 6:00 pm and 10:00 pm,6/28/2015,7/1/2015
82005293,-1.85,12.08 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/17/2015
806501989,-7.49,12.42 AM,Between 2:00 pm and 6:00 pm,6/12/2015,6/15/2015
845170850,-14.35,1.28 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/17/2015
165015044,-23.83,2.06 PM,Between 2:00 pm and 6:00 pm,6/13/2015,6/16/2015
299122676,-17.04,10.01 AM,Between 6:00 pm and 10:00 pm,6/14/2015,6/17/2015
228646415,-20,11.3 AM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
855060422,    ,5.17 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/16/2015
255325718,-14.16,9.35 PM,Between 6:00 pm and 5:59 pm (next day),6/13/2015,6/16/2015
75619362,-11.1,1.32 PM,Between 2:00 pm and 6:00 pm,6/19/2015,6/20/2015
356579038,-2.7,6.37 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/17/2015
629751319,-7.49,8.44 AM,Between 6:00 pm and 10:00 pm,6/14/2015,6/16/2015
318731466,-7.49,9.22 AM,Between 6:00 pm and 10:00 pm,6/15/2015,6/17/2015
483582361,-22.14,9.36 AM,Between 10:00 am and 2:00 pm,6/15/2015,6/20/2015
444883386,    ,9.22 AM,,6/15/2015,
809183181,-23.1,10.18 AM,Between 2:00 pm and 6:00 pm,6/15/2015,6/18/2015
389593851,-1.15,1.59 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/17/2015
193963635,-14.75,1.35 PM,Between 2:00 pm and 6:00 pm,6/20/2015,6/22/2015
44174647,-23.9,10.37 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
234347016,-12.42,8.58 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
415728065,-2.08,9.22 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/20/2015
261757879,-20.29,12.52 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/18/2015
96209295,-34.71,2.08 AM,Between 6:00 pm and 5:59 pm (next day),6/17/2015,6/25/2015
313066224,-30.74,12.34 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/18/2015
159746180,-14.45,10.41 AM,Between 10:00 am and 2:00 pm,6/17/2015,6/20/2015
597855145,-17.7,7.17 PM,Between 2:00 pm and 6:00 pm,6/18/2015,6/22/2015
176791669,-13.31,5.15 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/19/2015
958448952,-12.34,11.03 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
371531166,-4.45,12.24 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/18/2015
173854580,-9.49,1.29 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/18/2015
396577753,-31.49,2.12 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/20/2015
771770891,-7.49,1.29 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/18/2015
3421513,-25.9,1.4 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/19/2015
872575263,    ,1.42 PM,,6/17/2015,
549038092,-19.64,2.38 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/22/2015
995179177,-11.8,4.08 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/19/2015
492999725,-7.49,6.16 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
436277113,-32.24,5.4 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/20/2015
903860431,-13.24,11.08 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/19/2015
656174293,-7.49,7.16 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/19/2015
185290548,-21.19,8.39 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/22/2015
762356680,-13.21,10.27 PM,Between 6:00 pm and 5:59 pm (next day),6/21/2015,6/23/2015
161330156,-26.9,11.1 PM,Between 6:00 pm and 10:00 pm,6/21/2015,6/25/2015
342595924,-26.29,11.56 PM,Between 2:00 pm and 6:00 pm,6/21/2015,6/24/2015
26754653,-16.54,10.29 AM,Between 10:00 am and 2:00 pm,6/22/2015,6/23/2015
251196460,-13.14,11.3 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
265702799,-7.49,3.33 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
217717646,-2.25,5.44 PM,Between 6:00 pm and 10:00 pm,6/22/2015,6/23/2015
61072434,-36.39,10.09 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
468380365,-3.78,10.14 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/26/2015
21570824,-11.49,11.05 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/27/2015
936599234,-8.01,11.28 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/29/2015
957805169,-8.34,3.47 PM,Between 6:00 pm and 10:00 pm,6/23/2015,6/24/2015
719621922,    ,4.28 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
890671582,-11.15,11.18 PM,Between 6:00 pm and 10:00 pm,6/29/2015,7/1/2015
895782368,-5.2,9.44 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/27/2015
289101754,-16.11,10.08 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
577165425,-7.49,10.14 PM,Between 6:00 pm and 10:00 pm,6/23/2015,6/25/2015
893755259,-9.69,7.55 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
234460177,-15.34,5.26 PM,Between 6:00 pm and 10:00 pm,6/26/2015,6/29/2015
979394099,-18.8,10.2 AM,Between 6:00 pm and 10:00 pm,6/24/2015,6/25/2015
941912561,-7.97,10.23 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/25/2015
808850703,-10.48,1.24 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
849862634,-16.05,11.38 AM,Between 6:00 pm and 10:00 pm,6/24/2015,6/25/2015
127231173,-9.94,12.42 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
42279686,-14.14,12.19 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
598080957,-14.64,12.37 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/27/2015
657993693,-10.21,2.21 PM,Between 6:00 pm and 5:59 pm (next day),6/24/2015,6/27/2015
280353076,-16.95,3.18 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
814464769,-14.09,2.09 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
265845066,-14.89,6.44 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
117623273,-10.5,2.53 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/29/2015
117978093,    ,2.59 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
144705372,-16.44,3.57 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
6962962,-37.74,3.25 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
935253835,-5.28,3.34 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
644211295,-2.64,11.47 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/29/2015
467919576,-3,4.49 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
805480795,-7.49,5.15 PM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
626856020,-7.49,9.16 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/30/2015
971121446,-37.85,9.54 PM,Between 6:00 pm and 10:00 pm,6/24/2015,6/26/2015
609247957,    ,9.3 PM,Between 6:00 pm and 10:00 pm,6/24/2015,6/26/2015
497242417,-2.55,9.46 PM,Between 6:00 pm and 10:00 pm,6/24/2015,6/26/2015
361474039,-10.04,10.53 PM,Between 2:00 pm and 6:00 pm,6/24/2015,7/2/2015
471026288,-30.75,11.08 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
854108552,-15,10.41 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
804346787,-28.29,10.36 PM,Between 2:00 pm and 6:00 pm,6/11/2015,6/15/2015
946023932,-68.35,9.42 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/19/2015
53819700,-32.02,6.26 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/17/2015
820372228,-1.97,11.09 AM,Between 2:00 pm and 6:00 pm,6/12/2015,6/16/2015
902300886,-10.34,11.27 AM,Between 10:00 am and 2:00 pm,6/12/2015,6/16/2015
28056544,-19.64,11.44 AM,Between 2:00 pm and 6:00 pm,6/12/2015,6/15/2015
897219072,-104.23,4.56 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/16/2015
864209660,    ,6.31 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/16/2015
711242722,-20.69,6.13 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/17/2015
264575149,-8.54,6.33 AM,Between 6:00 pm and 10:00 pm,6/14/2015,6/16/2015
804059733,    ,11.56 AM,Between 10:00 am and 2:00 pm,6/15/2015,6/22/2015
255760057,-56.36,3.23 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/16/2015
50417855,-0.25,4.07 PM,Between 6:00 pm and 10:00 pm,6/14/2015,6/19/2015
648846400,-20.19,5.55 PM,Between 6:00 pm and 10:00 pm,6/14/2015,6/17/2015
759309015,-18.44,12.07 AM,Between 10:00 am and 2:00 pm,6/15/2015,6/20/2015
599880686,-35.5,8.03 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
685624835,-25.98,12.41 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
751661512,-11.19,11.59 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/20/2015
713038130,-3.21,11.29 PM,Between 6:00 pm and 5:59 pm (next day),6/15/2015,6/17/2015
602219415,-9.54,10.11 AM,Between 2:00 pm and 6:00 pm,6/16/2015,6/17/2015
190103405,-4.45,5.02 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/18/2015
444657536,-9.65,8.12 AM,Between 10:00 am and 2:00 pm,6/16/2015,6/20/2015
218756545,-12.85,9.47 AM,Between 2:00 pm and 6:00 pm,6/16/2015,6/17/2015
361652879,-12.05,11.06 AM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
732731565,    ,4.1 PM,Between 10:00 am and 2:00 pm,6/19/2015,6/26/2015
699396742,-15.08,11.34 AM,Between 2:00 pm and 6:00 pm,6/16/2015,6/17/2015
276201200,-7.49,11.12 AM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
974704155,-17.64,5.02 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
199300059,-16.74,12.33 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
580251588,-28.05,4.49 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/22/2015
170039686,-11.19,4.08 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/17/2015
119173516,-40.29,5.03 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/20/2015
150827808,-6.6,4.27 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/23/2015
749408095,-2.7,4.27 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
536664502,-7.49,4.27 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
392205043,-8.19,6.47 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/19/2015
147119983,-10.5,9.56 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/18/2015
466946812,-14.2,11.23 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/18/2015
199375026,-12.84,11.25 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/19/2015
987901354,-46.04,8.22 AM,Between 2:00 pm and 6:00 pm,6/17/2015,6/19/2015
457812424,-31.59,11.04 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/20/2015
290854548,-23.9,11.06 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/26/2015
643940904,-13.69,5.06 PM,Between 10:00 am and 2:00 pm,6/24/2015,7/2/2015
870526084,-1.39,10.41 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
380028855,-1.05,5.13 PM,Between 6:00 pm and 10:00 pm,7/1/2015,7/3/2015
920955452,    ,9.21 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
697278795,-6,12.52 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
16432009,-16.61,6:00 PM,Between 6:00 pm and 5:59 pm (next day),6/22/2015,6/24/2015
629586285,-3.57,5.18 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/23/2015
903882929,-18.15,9.43 PM,Between 6:00 pm and 10:00 pm,6/22/2015,6/25/2015
90177614,    ,9.3 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
393021082,    ,9.46 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/27/2015
648302695,    ,10.31 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
69892464,-25.61,11.09 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
480798615,-1.15,4.53 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/27/2015
204367567,-1.05,5.16 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
357846410,    ,7.07 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
346818004,-45.04,11.2 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
987692868,-13.75,7.5 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
586310112,-10,10.4 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
873378952,-2.89,9.53 PM,Between 2:00 pm and 6:00 pm,7/1/2015,7/3/2015
831956286,-8.09,9.58 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
21745548,-7.49,10.1 AM,Between 2:00 pm and 6:00 pm,6/25/2015,7/2/2015
210352519,    ,10.32 AM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
284974984,-0.65,11.36 AM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
567324051,-17.61,2.3 PM,Between 6:00 pm and 5:59 pm (next day),6/25/2015,6/27/2015
578269862,    ,12.17 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
74959701,-6.25,12.49 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
381710807,-17.69,9.06 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/27/2015
986498593,-8.24,3.52 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
49245099,-0.15,1.27 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/28/2015
897498458,-19.33,9.47 PM,Between 10:00 am and 2:00 pm,6/25/2015,7/1/2015
570190105,-2.85,1.28 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
884162826,-7.49,7.07 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
883702452,-15.59,2.55 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
373077999,-9.24,1.28 PM,Between 10:00 am and 2:00 pm,6/26/2015,6/29/2015
400958592,-19.54,10.37 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/4/2015
203293452,-3.35,1.56 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
27040928,-16.34,5.34 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
940553743,-10.59,3.27 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
252608380,-20.7,9.4 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
10780259,-0.45,1.33 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/27/2015
848512681,-4.9,2.09 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
376158637,-10.99,2.37 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
275360715,    ,3.09 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
431370885,-19.09,9.35 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/4/2015
465640,-23.49,3.2 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
170132238,-7.49,7.58 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/27/2015
701281350,    ,3.1 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
556117926,-8.93,3.25 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
315249829,-13.43,1.22 PM,Between 10:00 am and 2:00 pm,6/26/2015,6/29/2015
86542307,-13.39,4.4 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
921635115,-7.49,10.58 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/29/2015
41426449,-10.59,5.11 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/30/2015
749490914,-52.16,11.11 AM,Between 6:00 pm and 5:59 pm (next day),6/13/2015,6/17/2015
97015761,-1.48,2.16 PM,Between 10:00 am and 2:00 pm,6/12/2015,6/16/2015
557678882,-0.55,5.45 PM,Between 10:00 am and 2:00 pm,6/13/2015,6/16/2015
334350381,    ,5.55 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/16/2015
32890667,-48.69,6.29 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/20/2015
295127679,-18.24,11.51 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/22/2015
754959532,-4.2,11.44 AM,Between 10:00 am and 2:00 pm,6/28/2015,7/1/2015
285148402,-7.49,11.03 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/16/2015
322670279,-10.99,8.17 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/18/2015
567570092,-7.49,3.13 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
146498779,-10.99,1.44 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
469379983,-7.49,9.51 PM,Between 2:00 pm and 6:00 pm,6/18/2015,6/20/2015
49929747,-28.61,12.04 PM,Between 6:00 pm and 10:00 pm,6/20/2015,6/23/2015
917255989,-8.35,11.02 AM,Between 2:00 pm and 6:00 pm,6/20/2015,6/26/2015
796095961,-5.15,12.09 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/16/2015
383281501,-16.87,2.13 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/17/2015
96393443,-11.49,9.43 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/25/2015
125970796,-9.65,4.08 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/18/2015
88641825,-1.8,4.52 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
106167129,-32.69,9.34 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/18/2015
908126920,-0.35,6.16 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
918697492,-11.5,7.19 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/18/2015
462291412,-7.49,9.03 PM,Between 2:00 pm and 6:00 pm,6/15/2015,6/17/2015
595477793,-23.25,9.05 PM,Between 10:00 am and 2:00 pm,6/15/2015,6/18/2015
227572529,    ,10:00 PM,,6/15/2015,
38113699,    ,10.21 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/19/2015
278890078,-33.99,9:00 AM,Between 10:00 am and 2:00 pm,6/16/2015,6/17/2015
689162327,-1.8,10.55 AM,Between 2:00 pm and 6:00 pm,6/16/2015,6/17/2015
541862019,-1.6,3.05 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
777034743,-10.44,12.55 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/17/2015
606397491,-1.24,3.25 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/19/2015
891522437,-15.04,3.25 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/17/2015
753257400,-2.43,4.47 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/19/2015
845335555,-28.19,7.22 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/18/2015
387512702,-23.6,11.45 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/18/2015
782268167,-21.54,8.47 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/18/2015
771043286,    ,8.53 PM,Between 6:00 pm and 10:00 pm,6/16/2015,6/18/2015
98286528,-23.44,11.41 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/18/2015
837445442,-33.34,7.54 AM,Between 10:00 am and 2:00 pm,6/17/2015,6/22/2015
28529659,-8.74,9.43 AM,Between 6:00 pm and 10:00 pm,6/17/2015,6/19/2015
735499235,-23.78,10.53 AM,Between 10:00 am and 2:00 pm,6/17/2015,6/19/2015
836826481,-8.24,4.46 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/19/2015
556391623,-10.12,2.41 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/19/2015
393549966,-7.49,2.5 PM,Between 10:00 am and 2:00 pm,6/17/2015,6/20/2015
397609434,-16.64,2.28 PM,Between 2:00 pm and 6:00 pm,7/1/2015,7/7/2015
449126080,-11.69,10.48 AM,Between 6:00 pm and 10:00 pm,6/23/2015,6/25/2015
575665598,-10.8,11.32 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/29/2015
829737309,-13.21,8.09 PM,Between 6:00 pm and 5:59 pm (next day),6/22/2015,6/25/2015
630368668,-19.81,10.12 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
642036597,-19.23,9.28 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/24/2015
299381857,-5.25,9.39 PM,Between 6:00 pm and 10:00 pm,6/22/2015,6/24/2015
877973472,-2.55,11.54 PM,Between 2:00 pm and 6:00 pm,6/22/2015,6/24/2015
402108221,-7.49,3.08 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
644272530,    ,8.46 AM,Between 6:00 pm and 10:00 pm,6/23/2015,6/24/2015
62448193,    ,9.09 AM,,6/23/2015,
440471751,-25.59,9.45 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/27/2015
200021046,-12.49,9.49 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/24/2015
348134270,-33.99,9.59 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
77030166,-1.42,10.06 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
83559750,-18.68,10.21 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
799869470,    ,12.03 PM,Between 2:00 pm and 6:00 pm,6/23/2015,7/3/2015
506006770,-19.25,11.52 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
423185004,-7.49,3.21 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
78698075,-37.64,5:00 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
568098889,-25.74,3.39 PM,Between 6:00 pm and 10:00 pm,6/25/2015,6/26/2015
677016476,-0.35,1.21 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
755355395,-36.09,9.31 AM,Between 10:00 am and 2:00 pm,7/1/2015,7/3/2015
863518381,-7.9,10.17 PM,Between 6:00 pm and 10:00 pm,6/23/2015,6/25/2015
774621471,-34.7,9.59 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/29/2015
944398025,-16.1,10.31 AM,Between 2:00 pm and 6:00 pm,6/24/2015,6/25/2015
851084677,-18.94,11.35 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/27/2015
401092559,    ,6.35 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/29/2015
